id,type_1_coupon_sensitivity,type_2_coupon_sensitivity,type_3_coupon_sensitivity,type_4_coupon_sensitivity,type_5_coupon_sensitivity,type_6_coupon_sensitivity,type_7_coupon_sensitivity,type_8_coupon_sensitivity
0009655768c64bdeb2e877511632db8f,-0.37651724137931036,-0.37651724137931036,-0.7530344827586207,-0.18825862068965518,-0.5378817733990148,0.6298344827586209,0.35376551724137945,-0.37651724137931036
00116118485d4dfda04fdbaba9a87b5c,-0.014103448275862069,-0.014103448275862069,-0.028206896551724137,-0.007051724137931034,-0.020147783251231528,-0.014103448275862069,-0.00020689655172413391,-0.014103448275862069
0011e0d4e6b944f998e987f904e8c1e5,-0.274,-0.274,0.9959999999999999,0.13319999999999999,-0.14795918367346944,-0.274,-0.548,-0.274
0020c2b971eb4e9188eac86d93036a77,-0.5152758620689656,-0.17047586206896562,-1.0305517241379312,-0.2576379310344828,-0.7361083743842365,0.4680241379310345,-1.0305517241379312,-0.5152758620689656
0020ccbbb6d84e358d3414a3ff76cffd,-0.531206896551724,-0.531206896551724,-1.062413793103448,-0.265603448275862,0.19194933145672088,-0.531206896551724,1.1095862068965519,-0.531206896551724
003d66b6608740288d6cc97a6903f4f0,-0.1589310344827586,-0.1589310344827586,-0.3178620689655172,-0.0794655172413793,-0.22704433497536944,0.10386896551724141,-0.3178620689655172,-0.1589310344827586
00426fe3ffde4c6b9cb9ad6d077a13ea,-0.23193103448275862,-0.23193103448275862,-0.46386206896551724,-0.11596551724137931,-0.3313300492610837,0.06556896551724134,-0.46386206896551724,-0.23193103448275862
004b041fbfe44859945daa2c7f79ee64,-0.40837931034482755,-0.40837931034482755,-0.8167586206896551,-0.20418965517241378,-0.5833990147783251,-0.40837931034482755,0.30004137931034497,-0.40837931034482755
004c5799adbf42868b9cff0396190900,-1.197862068965517,-1.197862068965517,-2.395724137931034,-0.5989310344827585,-1.7112315270935956,0.3639379310344831,0.6736091954022996,-1.197862068965517
005500a7188546ff8a767329a2f7c76a,0.01070977011494253,-0.07020689655172414,-0.1404137931034483,-0.03510344827586207,-0.10029556650246306,-0.07020689655172414,-0.1404137931034483,-0.07020689655172414
0056df74b63b4298809f0b375a304cf4,-0.49703448275862067,-0.49703448275862067,-0.9940689655172413,-0.24851724137931033,-0.7100492610837438,-0.49703448275862067,-0.9940689655172413,-0.49703448275862067
0063def0f9c14bc4805322a488839b32,0.004566502463054187,-0.024862068965517244,-0.04972413793103449,-0.012431034482758622,-0.03551724137931035,-0.024862068965517244,-0.04972413793103449,-0.024862068965517244
0069a50874d846438e58acff5e594725,-0.08803448275862069,-0.08803448275862069,-0.17606896551724138,-0.044017241379310346,-0.12576354679802956,-0.08803448275862069,-0.17606896551724138,-0.08803448275862069
00715b6e55c3431cb56ff7307eb19675,0.33241871921182276,-1.2077241379310344,-2.415448275862069,-0.6038620689655172,-1.7253201970443348,-1.2077241379310344,-2.415448275862069,-1.2077241379310344
0082fd87c18f45f2be70dbcbb0fb8aad,-0.3746551724137931,-0.3746551724137931,-0.7493103448275862,-0.18732758620689655,-0.5352216748768474,-0.3746551724137931,-0.7493103448275862,-0.3746551724137931
00840a2ca5d2408e982d56544dc14ffd,-0.21700000000000003,-0.21700000000000003,-0.43400000000000005,-0.10850000000000001,-0.31000000000000005,-0.21700000000000003,-0.43400000000000005,-0.21700000000000003
00857b24b13f4fe0ad17b605f00357f5,0.044842364532019716,-0.021586206896551725,-0.04317241379310345,-0.010793103448275863,-0.03083743842364532,-0.021586206896551725,-0.04317241379310345,-0.021586206896551725
008d7088107b468893889da0ede0df5c,0.017064039408866992,-0.05579310344827586,-0.11158620689655172,-0.02789655172413793,-0.07970443349753695,-0.05579310344827586,-0.11158620689655172,-0.05579310344827586
0091d2b6a5ea4defaa8393e4e816db60,-0.9626206896551726,-0.9626206896551726,-1.9252413793103451,-0.4813103448275863,-1.3751724137931036,-0.9626206896551726,-1.9252413793103451,-0.9626206896551726
0092a132ead946ceb30d11a1ed513d20,0.010098522167487686,-0.008758620689655171,-0.017517241379310343,-0.004379310344827586,-0.01251231527093596,-0.008758620689655171,-0.017517241379310343,-0.008758620689655171
0099bf30e4cb4265875266eb3eb25eab,-0.3649310344827586,-0.3649310344827586,-0.7298620689655172,-0.1824655172413793,-0.5213300492610837,-0.3649310344827586,-0.7298620689655172,-0.3649310344827586
009d10c2c38a4fd795a7bc6ddbbddb78,-0.04062068965517241,-0.04062068965517241,-0.08124137931034482,-0.020310344827586205,-0.0580295566502463,-0.04062068965517241,-0.08124137931034482,-0.04062068965517241
00a794f62b9a48beb58f8f6c02c2f1a6,-0.5737931034482758,-0.5737931034482758,-1.1475862068965517,-0.2868965517241379,-0.819704433497537,-0.5737931034482758,-1.1475862068965517,-0.5737931034482758
00ad4c2cace94f67a6354ec90d6c6f45,-0.07148275862068966,-0.07148275862068966,-0.14296551724137932,-0.03574137931034483,-0.10211822660098523,-0.07148275862068966,-0.14296551724137932,-0.07148275862068966
00ae03011f9f49b8a4b3e6d416678b0b,0.26660098522167475,-0.6528275862068966,-1.3056551724137933,-0.3264137931034483,-0.9326108374384238,-0.6528275862068966,-1.3056551724137933,-0.6528275862068966
00aee28bbb3848dd8a31f0c91dc267dd,-0.07079310344827586,-0.07079310344827586,-0.14158620689655171,-0.03539655172413793,-0.10113300492610836,-0.07079310344827586,-0.14158620689655171,-0.07079310344827586
00b18b535d6d4f779dea4dc9ac451478,-0.37682758620689655,-0.37682758620689655,-0.7536551724137931,-0.18841379310344827,-0.5383251231527094,-0.37682758620689655,-0.7536551724137931,-0.37682758620689655
00b3400e4ff64ee68ce9ada1d0c222f0,-0.4911724137931034,-0.4911724137931034,-0.9823448275862068,-0.2455862068965517,-0.7016748768472906,-0.4911724137931034,-0.9823448275862068,-0.4911724137931034
00b3c376db2a4115af3aef34a02f61d6,-0.10163054187192114,-0.7573448275862069,-1.5146896551724138,-0.37867241379310346,-1.08192118226601,-0.7573448275862069,-1.5146896551724138,-0.7573448275862069
00b5fb9d842d437e83033ad9e36f7148,-0.026689655172413795,-0.026689655172413795,-0.05337931034482759,-0.013344827586206897,-0.038128078817733994,-0.026689655172413795,-0.05337931034482759,-0.026689655172413795
00b901d68f8f4fd68075184cd0f772d2,-0.18465517241379312,-0.18465517241379312,-0.36931034482758623,-0.09232758620689656,-0.2637931034482759,-0.18465517241379312,-0.36931034482758623,-0.18465517241379312
00bbce6533f44ddeaf4dd32bcab55441,-0.26624137931034486,-0.26624137931034486,-0.5324827586206897,-0.13312068965517243,-0.38034482758620697,-0.26624137931034486,-0.5324827586206897,-0.26624137931034486
00bc42a62f884b41a13cc595856cf7c3,0.008157635467980383,-0.4394137931034482,-0.8788275862068964,-0.2197068965517241,-0.6277339901477832,-0.4394137931034482,-0.8788275862068964,-0.4394137931034482
00bc983061d3471e8c8e74d31b7c8b6f,0.6881773399014778,-0.2189655172413793,-0.4379310344827586,-0.10948275862068965,-0.312807881773399,-0.2189655172413793,-0.4379310344827586,-0.2189655172413793
00c20a9202d5475190b31a24de6fb06d,-0.565551724137931,-0.565551724137931,-1.131103448275862,-0.2827758620689655,-0.8079310344827586,-0.565551724137931,-1.131103448275862,-0.565551724137931
00c2f812f4604c8893152a5c6572030e,-0.427896551724138,-0.427896551724138,-0.855793103448276,-0.213948275862069,-0.61128078817734,-0.427896551724138,-0.855793103448276,-0.427896551724138
00c32a104f0c4065b5b552895fb22e34,-0.02406896551724138,-0.02406896551724138,-0.04813793103448276,-0.01203448275862069,-0.03438423645320197,-0.02406896551724138,-0.04813793103448276,-0.02406896551724138
00c5a385c71a4d3db5e9b4e31e430943,-0.00893103448275862,-0.00893103448275862,-0.01786206896551724,-0.00446551724137931,-0.012758620689655173,-0.00893103448275862,-0.01786206896551724,-0.00893103448275862
00c6035df45840038a72766c6d27a0db,0.3252118226600986,-0.8329310344827585,-1.665862068965517,-0.41646551724137926,-1.189901477832512,-0.8329310344827585,-1.665862068965517,-0.8329310344827585
00c91f31f5f74e769fa7a359b63e1a9f,-0.46462068965517245,-0.46462068965517245,-0.9292413793103449,-0.23231034482758622,-0.6637438423645321,-0.46462068965517245,-0.9292413793103449,-0.46462068965517245
00ceaf16a40341e6996d543d04daa2c2,0.004965517241379313,-0.0930344827586207,-0.1860689655172414,-0.04651724137931035,-0.1329064039408867,-0.0930344827586207,-0.1860689655172414,-0.0930344827586207
00cf1bbec83f4a658f8994e556db4633,-0.2216206896551724,-0.2216206896551724,-0.4432413793103448,-0.1108103448275862,-0.31660098522167485,-0.2216206896551724,-0.4432413793103448,-0.2216206896551724
00cf471ed1aa42a8bdde5561d67da2b1,-0.05770443349753694,-0.09027586206896551,-0.18055172413793102,-0.045137931034482756,-0.1289655172413793,-0.09027586206896551,-0.18055172413793102,-0.09027586206896551
00d6dc87be4146ceb47fcd4baaaf6477,-1.1539310344827585,-1.1539310344827585,-2.307862068965517,-0.5769655172413792,-1.6484729064039407,-1.1539310344827585,-2.307862068965517,-1.1539310344827585
00d791e20c564add8056498e40eb56cc,-0.20558620689655172,-0.20558620689655172,-0.41117241379310343,-0.10279310344827586,-0.2936945812807882,-0.20558620689655172,-0.41117241379310343,-0.20558620689655172
00d7c95f793a4212af44e632fdc1e431,-0.5600689655172413,-0.5600689655172413,-1.1201379310344826,-0.28003448275862064,-0.8000985221674876,-0.5600689655172413,-1.1201379310344826,-0.5600689655172413
00d91c5919514448bc4f718e4e3f26ab,-0.06627586206896552,-0.06627586206896552,-0.13255172413793104,-0.03313793103448276,-0.09467980295566503,-0.06627586206896552,-0.13255172413793104,-0.06627586206896552
00e20b4ca129458aaab0f4727ef3513a,-0.6486206896551724,-0.6486206896551724,-1.2972413793103448,-0.3243103448275862,-0.9266009852216748,-0.6486206896551724,-1.2972413793103448,-0.6486206896551724
00e52682848542c3a6f59b7824e9a5c5,-0.07955172413793103,-0.07955172413793103,-0.15910344827586206,-0.039775862068965516,-0.11364532019704433,-0.07955172413793103,-0.15910344827586206,-0.07955172413793103
00e8d701c583461e81cc10053681a12b,-0.09775862068965517,-0.09775862068965517,-0.19551724137931034,-0.048879310344827585,-0.1396551724137931,-0.09775862068965517,-0.19551724137931034,-0.09775862068965517
00e9f403afa641889cd034ee7c7ca6e9,-2.1115862068965514,-2.1115862068965514,-4.223172413793103,-1.0557931034482757,-3.0165517241379303,-2.1115862068965514,-4.223172413793103,-2.1115862068965514
00ed7e22b32749cfafbfd88592d401d4,-0.8171034482758619,-0.8171034482758619,-1.6342068965517238,-0.40855172413793095,-1.1672906403940886,-0.8171034482758619,-1.6342068965517238,-0.8171034482758619
00ee2ca6421c4af0aeca60a1b3e00f6c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00ee69db83964d6da32f8109b32a1ce7,-0.04579310344827587,-0.04579310344827587,-0.09158620689655174,-0.022896551724137935,-0.06541871921182267,-0.04579310344827587,-0.09158620689655174,-0.04579310344827587
00fac72fd6ad448e8019b175267023df,0.2169704433497536,-0.6421724137931035,-1.284344827586207,-0.32108620689655176,-0.9173891625615764,-0.6421724137931035,-1.284344827586207,-0.6421724137931035
00fbb9b5edb94f02afbaf1eb49bb4d7d,-0.0609211822660098,-0.2762068965517241,-0.5524137931034482,-0.13810344827586205,-0.3945812807881773,-0.2762068965517241,-0.5524137931034482,-0.2762068965517241
00fdd4416dec40b49180814c0a7c8d76,-0.2643103448275862,-0.2643103448275862,-0.5286206896551724,-0.1321551724137931,-0.37758620689655176,-0.2643103448275862,-0.5286206896551724,-0.2643103448275862
0100dbd4e8554aa69b73b6ac0547f6bf,-0.022586206896551726,-0.022586206896551726,-0.04517241379310345,-0.011293103448275863,-0.03226600985221675,-0.022586206896551726,-0.04517241379310345,-0.022586206896551726
0103de989e084e0fab400e80678d7591,-0.49989655172413794,-0.49989655172413794,-0.9997931034482759,-0.24994827586206897,-0.7141379310344828,-0.49989655172413794,-0.9997931034482759,-0.49989655172413794
0106d19a26af41288035afc4b9b6c2c2,-0.07031034482758622,-0.07031034482758622,-0.14062068965517244,-0.03515517241379311,-0.1004433497536946,-0.07031034482758622,-0.14062068965517244,-0.07031034482758622
01162252405b4524a8fa1bf8e6d5f04b,-0.4477931034482759,-0.4477931034482759,-0.8955862068965518,-0.22389655172413794,-0.6397044334975369,-0.4477931034482759,-0.8955862068965518,-0.4477931034482759
01176ee7289b48e39ee6261d5c071a07,-0.06965517241379311,-0.06965517241379311,-0.13931034482758622,-0.034827586206896556,-0.09950738916256159,-0.06965517241379311,-0.13931034482758622,-0.06965517241379311
0118fbb66dd2443a9dd407d2c99a7672,-0.22082758620689655,-0.22082758620689655,-0.4416551724137931,-0.11041379310344827,-0.3154679802955665,-0.22082758620689655,-0.4416551724137931,-0.22082758620689655
0121fe001b7a404fa9cbe486f8944baf,-0.6609655172413793,-0.6609655172413793,-1.3219310344827586,-0.33048275862068965,-0.9442364532019705,-0.6609655172413793,-1.3219310344827586,-0.6609655172413793
0123564dbaf144a88a418c33b6350c17,-0.609448275862069,-0.609448275862069,-1.218896551724138,-0.3047241379310345,-0.87064039408867,-0.609448275862069,-1.218896551724138,-0.609448275862069
012ee55a90bd4d969b0d0cdfaffdf6ab,-0.034413793103448276,-0.034413793103448276,-0.06882758620689655,-0.017206896551724138,-0.04916256157635468,-0.034413793103448276,-0.06882758620689655,-0.034413793103448276
013094309e1b49e095c098df412d125d,-0.22858620689655176,-0.22858620689655176,-0.4571724137931035,-0.11429310344827588,-0.3265517241379311,-0.22858620689655176,-0.4571724137931035,-0.22858620689655176
01380da907f8495496679c795867790b,-0.534448275862069,-0.534448275862069,-1.068896551724138,-0.2672241379310345,-0.7634975369458129,-0.534448275862069,-1.068896551724138,-0.534448275862069
013f2c82889f4641a9b847a48861cce0,-0.6432413793103449,-0.6432413793103449,-1.2864827586206897,-0.32162068965517243,-0.9189162561576355,-0.6432413793103449,-1.2864827586206897,-0.6432413793103449
0141d3870a424c03a20390040efad826,-0.021793103448275862,-0.021793103448275862,-0.043586206896551724,-0.010896551724137931,-0.031133004926108376,-0.021793103448275862,-0.043586206896551724,-0.021793103448275862
01443a2afce54939a323c978f467c540,-1.4411379310344827,-1.4411379310344827,-2.8822758620689655,-0.7205689655172414,-2.058768472906404,-1.4411379310344827,-2.8822758620689655,-1.4411379310344827
014899c751254a62a96ce676eb11ddc2,-0.9900344827586208,-0.9900344827586208,-1.9800689655172417,-0.4950172413793104,-1.4143349753694583,-0.9900344827586208,-1.9800689655172417,-0.9900344827586208
